Cluster ID,Playlist ID,Playlist Title,Tracks
11,700,Amy,"Naked As We Came;Bloodstream;Down In The Valley;Emmylou - Spotify Sessions;Ophelia;The Cave;No One's Gonna Love You - Live from Spotify Sweden;Intro;Photograph;I See Fire;Mykonos;Tompkins Square Park;Youth;Skinny Love;Believe - Live;Little Lion Man - Live;HandClap;MoneyGrabber;Out Of My League;Get Right Back;Fools Gold;Complicated;Roll Up;Don’t Gotta Work It Out;Ho Hey;Hold On;Dirty Paws;Mountain Sound;Love Love Love;Why'd You Only Call Me When You're High?;Lonely Boy;Slow It Down - Live At The Cannery Ball Room / 2013;Budapest;The Funeral;Do I Wanna Know?;R U Mine?;Renegades;Uptown Funk;Pon de Replay;The Monster;Radioactive;Empire State Of Mind;Crazy On You;Stairway to Heaven (Live At The Kennedy Center Honors);""Bring Me To Life - Live From Le Zénith;Under Pressure - Remastered 2011;You & Me;Tennessee Whiskey;Mean;Crystal Ball;Devil's Whisper;Long Nights;Falling Slowly;All The Way Down;Cigarette Daydreams;This Woman's Work;Tighten Up;Thinking Out Loud;About Today;To Whom It May Concern;All That We Let In;Closer to fine;Over The Rainbow;One And Only;Hello;Rolling in the Deep;Sleep On The Floor;Unsteady;My Immortal;Lost In My Mind;Last Request;Bloom - Bonus Track"
17,701,Old songs ,"All of Me;I'll Be Waiting;Again;A Sky Full of Stars;Paradise;You Know I'm No Good;Back To Black;Suit & Tie;Don't Speak;Kiss Me;It Ain't Over 'Til It's Over;With Or Without You;One;City Of Blinding Lights;Linger;Careless Whisper;Without You;More Than Words;Nikita;Against All Odds (Take A Look At Me Now) - 2016 Remastered;Your Song;Another Day In Paradise - 2016 Remastered;Africa;Always;""I Don't Want to Miss a Thing - From the Touchstone film;Dream On;A Whiter Shade of Pale;Crazy;Forever Young;Empire State Of Mind;Apologize;Yeah!;In the Summertime;The Next Episode;Wicked Game;Porcelain;Unsteady;When We Were Young"
49,702,Wedding Cocktail Hour,Me and Julio Down by the Schoolyard;My Girl;Everyday People - Single Version;Brandy (You're A Fine Girl);My Girl;Living For The City - Edit Version;Dancing In The Moonlight;Rich Girl;For Once In My Life;I’m Torn Up;Stand By Me - Single/LP Version;Be Mine;Make It Good To Me;Inspiration Information;The Ills;(You) Got What I Need;No Other Plans;I Still Got It;I Found You;God Only Knows - 1997 - Remaster;Can't Take My Eyes Off You;Just One Kiss;You Can Call Me Al
11,703,ALT,"I Don't Wanna Be in Love;Magnet Eyes;Young and Able;The Mother We Share;Keep Your Head Up;Elevate;The Mother We Share;Don’t Fuck With My Money;The Struggle;Shadow - feat. Trevor Young;Cecilia And The Satellite;Show Me Emotion - Radio Edit;I Wanna Go;I Want Out - Single Version;Sweater Weather;You Haunt Me;Mess Is Mine;Cut Your Teeth - Kygo Remix;Graveyard Whistling;When I Get Older;Say It All;Hold Me;Boardwalks - Remastered 2015/ Bonus Track;OutRight;I Am Free;Higher Education;Lay Your Love Down;The Other Side;Always Take You Back;Make You Better;St. Patrick;For No One;Forward (Single Version);Never Again - Superwalkers Remix;Somatic Serenade;Nobody;So This Is Goodbye - Pink Ganter Remix;Never Let Go Of The Microscope;The Way I Was Made (Live from Prison);Kill It;Call It in the Air;Contact High;Coming Up Roses;Tell Me If You Wanna Go Home - Rooftop Mix;Don't Forget Me;For You;Lucy (Hurt People Hurt People);Gone;Loveweights - Radio Edit;Take Ü There (feat. Kiesza) - Netsky Remix;Talk to Me;The Night;Natïve;The Night;Munny Right;Carry Your Throne;Luxury;God Only Knows;I'm Gonna Show You Crazy;Homesick;Cocoon;Away We Go;Running In Circles;Wherever is Your Heart;A Beginning Song;Blue;England Skies;Feel Safe;Better Than You Are;Don't Wanna Fight;Down On My Luck;Huarache Lights;Last Forgiven;No Action;Nobody Love;Up;We Belong - Odesza Remix;Fantastic Man;Black Hole Sun;Diamond;Silent Movies;Burn;Stranger To Love;101;Seven Days;Steps;Religion;Beating Hearts Ablaze;Tightropes;Autopilot;Nothing to Lose;Satisfy Me;Love Like Mine;Heroine;Different;Eyes Wide;Honey;Can't Deny My Love;American You;It's Alright;No Trouble;Castle of Pretending;What's Real;Bad Dream;Every Chance I Get;Shot in the Dark;In the Summer;Sparks;Sunshine on My Back;Louisa;Tear In My Heart;'Cause I'm A Man;Gates of Dawn;Witness;Electric Bones;""Make It Easy;Where You At;Run Baby Run;Girl;Stupid Games;Games for Girls (feat. Lindstrøm);Alleyway;Satisfy Me - Live From Fame;Graveyard Whistling - Live from Spotify London;Painted;Hold Back The River;Now;Still Want You;The Fool;Catch Us If You Can;Saint Claude;In My Head;Conmigo (Rest of Your Life);Headspace;Chemical;Blondie;Hurricane;No Words;New Rush;Running With The Wolves;Do You Remember;Déjà vu;My Brother Taught Me How to Swim;Jackrabbit;AhHa;I Of The Storm;Stressed Out;Magnolia;Interview the Girls;Aftergold;Sugar;Catch & Release - Deepend Remix;I Can Change;Feeling Ok;Compound Fracture;High;Upward Mobility;Victoria;The Otherside;Slow Dancer;Between Me And You;Bad Break;How Bad We Need Each Other;Something In The Water;Higher;Terminal;On the Wire;Reapers;No No No;High;Things Happen;Gold;Paris;Boomerang;Annie;Devil's Whisper;Don't Wait Up;Swimming;Change Is Everything;Weathered;Holding On;Seventeen;Home;Cut Me Loose (feat. Little Daylight);Los Angeles;Get Things Done;After Dark;Life In Monochrome;Operating;Free People;Stockholm;I Can Feel It;Can We Work It Out;Smile;Drifting Away;Gone Are The Days;In the Air;Adventure Of A Lifetime"
2,705,Wedding,"Chapel;Every Breath You Take (feat. Liza Anne);Carol Brown;Ironic - 2015 Remastered;Oh! You Pretty Things;She Will Be Loved - Radio Mix;Dreams;Linger;Breathe Your Name;Hand In My Pocket - 2015 Remastered;Fly Me To The Moon;You Make Me Feel So Young;I've Got You Under My Skin;That's Amore;Sway (Quien Sera);She's so High;Sweet Thing/Candidate/Sweet Thing (Reprise) - 1999 Remastered Version;Lost;Everything Must Go;Letter To Hermione - 2015 Remastered Version;At Last - Single Version;""Baby;For Emma"
26,706,MY FAV,"In Case You Didn't Know;Somebody Else Will;If I Told You;""God;Hurricane"
46,707,party,"In Da Club;Get Ur Freak On;All Of The Lights;Gold;Party People - Dirty Version;My House;Low (feat T-Pain) - Feat T-Pain Album Version;The Fresh Prince of Bel-Air - Theme from NBC's The Fresh Prince of Bel-Air;""Great Escape (From """"Attack on Titan"""") - Vocal Version"";Hall of Fame"
30,708,pop,"PILLOWTALK;Don't Let Me Down;My House;Lush Life;Hide Away;Once In a While;Roses;Stay;Middle;In My Room (feat. Ty Dolla $ign & Tyga);Hollow;Sound Of Your Heart;The Fix (feat. Jeremih);Work from Home;Hello Friday (feat. Jason Derulo);Rock Bottom;Go F**k Yourself;Bad Intentions;Sex;Never Be Like You;Lose Yourself - Soundtrack Version;Close;Chemistry;Talking Body;Starships;Dark Horse;Timber;The Buzz (feat. Mataya & Young Tapz);2 Heads;Wild Things;Backbeat;No Broken Hearts (feat. Nicki Minaj);We Don't Talk Anymore (feat. Selena Gomez);E.T.;So What;Oblivion;Let It Go;Messin' Around;Say It;Say Something;Boom Clap;A Thousand Years;""Gone"
30,709,winter,"December;That's My Girl;Grass Ain't Greener;From Time;""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)"""""";All Eyez (feat. Jeremih) [Bonus Track];Tear In My Heart;Shape of You;Frustrated;Deja Vu;One Thing;Love Don't Change;Swang;Timeless (DJ SPINKING);goosebumps;That's What I Like;Down;I Think Of You;Ride;Pretty Girl Rock;Electric Love;I Feel It Coming;Not Nice;Used to This"
19,710,my favorite songs,Rudolph the Red Nosed Reindeer;Silent Night;O Holy Night;Go Tell It on the Mountain;O Come All Ye Faithful;Overture / I'm Wishing / One Song;With a Smile and a Song;Shut up and Dance (Live)
43,712,classic,"White Wedding - Pt. 1;Money For Nothing;Livin' On A Prayer;It's My Life;Runaway;Sweet Child O' Mine;Summer Of '69;More Than a Feeling;Paradise City;Cocaine;Don't Stop Believin';You Might Think;Beds Are Burning;Jump - 2015 Remastered Version;Dancing In The Dark;The Gambler;Sharp Dressed Man - 2008 Remastered Version;""Girls;Cold As Ice - Single / LP Version;Dream On;I Was Made For Lovin' You;Caribbean Queen (No More Love On the Run);Sweet Home Alabama;Nothin' But A Good Time - 2006 - Remaster;Hotel California - Remastered;Magic;Take It On the Run - Remastered;West End Girls - 2001 Remastered Version;Small Town;Everybody Have Fun Tonight;The Stroke - 2010 - Remaster;Highway To Hell;Tainted Love;Juke Box Hero;We Belong;Hells Bells;Do You Feel Like We Do;The Man Comes Around;Don't Stop 'Til You Get Enough - Single Version;Hold On Loosely;Free Bird;Broken Wings;Rock Of Ages (2012);Rio - 2009 Remastered Version;Heat Of The Moment;Down Under;Sweet Dreams (Are Made of This) - Remastered;(I Just) Died in Your Arms;Walk Of Life;Time After Time;Owner Of A Lonely Heart;Take My Breath Away;Broken Wings - Remastered;Sultans Of Swing;Feelin' Satisfied;Shout;Gimme Shelter;In The Air Tonight - 2015 Remastered;Fade To Black - Remastered;Home Sweet Home;Start Me Up - Remastered;Let My Love Open The Door;Electric Avennue;She Drives Me Crazy;Carry on Wayward Son;Roll with the Changes;Eminence Front;Baba O'Riley;Stairway To Heaven;Sweet Emotion;Panama - 2015 Remastered Version;Runnin' With The Devil - 2015 Remastered Version;Why Can't This Be Love;The Safety Dance;Lunatic Fringe;Hooked on a Feeling;Piano Man;Dixieland Delight;Keep on Loving You - Remastered;Tiny Dancer;Mary Jane's Last Dance;The Downeaster 'Alexa';Higher Love;Tarzan Boy;Ride Like The Wind;Flashdance… What A Feeling;Valerie;Peace of Mind;I'm Shipping Up To Boston;Spinnin' N Reelin';Here I Go Again;Faithfully;In The Mood - 2006 Remastered Version;Escape (The Pina Colada Song);Caught Up In You;Heart And Soul;Lonely Is The Night - 2010 - Remaster;Hurts So Good;Sister Christian;Take Me Home Tonight;The Power Of Love;Jack & Diane;Things Can Only Get Better;Time;In Your Eyes;Comfortably Numb;The Boys Of Summer;All Out of Love;Dance Hall Days;Show Me The Way;You'll Be In My Heart;Stayin' Alive;House Of The Rising Sun;The Rhythm Of The Night;Born In The U.S.A.;Rosanna;Red Red Wine - Edit;Bette Davis Eyes;Under Pressure - Remastered 2011;Mainstreet;Knockin' On Heaven's Door;And The Cradle Will Rock... - 2015 Remastered"
7,715,Band Music,"""Festive Overture;Overture To Candide;Slava! (arr. for band);Niagara Falls;O Magnum Mysterium: O magnum mysterium;American Overture For Band;""4 Scottish Dances;""4 Scottish Dances;""4 Scottish Dances;""4 Scottish Dances;Perthshire Majesty;Vientos y Tangos;Tunbridge Fair - Intermezzo;A Movement for Rosa;Fanfare and Allegro;Symphony No. 2: III. Apollo Unleashed;""Gandalf;Russian Christmas Music;Give Us This Day: II. Very fast;Give Us This Day: I. Moderately slow;Vesuvius;Shenandoah;Sun Dance;Simple Gifts: Four Shaker Songs: No. 4. Simple Gifts;Simple Gifts: Four Shaker Songs: No. 1. In Yonder Valley;""Symphony No. 6;Simple Gifts: Four Shaker Songs: No. 2. Dance;Simple Gifts: Four Shaker Songs: No. 3. Here Take This Lovely Flower;Amazing Grace;Resplendent Glory;Smetana Fanfare;Rolling Thunder;National Emblem;""Symphony No. 6;""Symphony No. 6;""Symphony No. 6;Fanfare for the Common Man;""Symphony No. 1;Fanfare from La Peri;Harrison's Dream;Suite from the Monteregian Hills (I. La Marche; II. Chanson Melancolique; III. Valse Ridicule; IV. Danse Villageoise);Minor Vamp;""Jeremiah;Pastime"
46,716,Rave,"Juice Box;Talk Dirty (feat. 2 Chainz);The Show Goes On;Albatraoz;Pompeii;Wiggle (feat. Snoop Dogg);Walls;Va Va Voom;Burnin' Up;Booty;Don’t Drop That Thun Thun;#SELFIE;Sweat - Feat. Lil Jon & Machel Montano;Dirty Dancer;Low (feat T-Pain) - Feat T-Pain Album Version;Juicy Wiggle;Drop It Low;Drop It Low - Radio Edit feat. Fatman Scoop;Drop It Low;Sua Cara (feat. Anitta & Pabllo Vittar);Cheap Thrills;Despacito - Remix;Butterfly;Get Low - Street;Anaconda;Ms. New Booty - feat. Ying Yang Twins and Mr. ColliPark;Donk;That's What I Like;""Move;Uptown Funk;Worth It;Bang Bang;All About That Bass;Booty Wurk (One Cheek At a Time);Problem"
4,717,Throwbacks,Dangerous;Sexy Can I feat. Yung Berg;Leavin';Shake It;Buy U a Drank (Shawty Snappin');Blame It;Mr. Brightside;Fergalicious;Thnks fr th Mmrs;Summer Love;Shut Up And Drive;Knock You Down;Best I Ever Had;Kiss Me Thru The Phone;Whatcha Say;Good Girls Go Bad (feat. Leighton Meester);Throw It In The Bag;I Love College;Replay;Forever;Forever;One Time;California Gurls - feat. Snoop Dogg;OMG;BedRock;Do You Remember;Good Life;The Show Goes On;No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version;Roll Up;Best Thing I Never Had;Please Don't Go;Suga Suga;You Da One;Buttons;1985;Smack That - Dirty;Beautiful;Right Now (Na Na Na);I Wanna Love You;Last Friday Night (T.G.I.F.);Tipsy - Club Mix;HeadBand (feat. 2 Chainz);What You Got - Main;Beautiful Soul;Beautiful Girls;Miss Independent;In Da Club;My Chick Bad;Thong Song;Cyclone;Toxic;...Baby One More Time;Candy Shop;Whatever You Like;Hot In Herre
0,718,Swing,"Shoot Him Down!;Gangsterlove;St. James Ballroom;Vodka Inferno;A Tap Dancer's Dilemma;Memoirs of a Roadkill;Voodoo mon amour;Guerrilla Laments;Black Box Messiah;Lone Digger;Jolie Coquine;Rock It for Me;Clash;Dramophone;We Can Dance;Je m'amuse;Brotherswing;Star Scat;We Can Dance;Hold The Night;Fall;""Roll on Mississippi;Sing It Back;AnDro"
14,720,PARTY 1,"Promise;Intentalo Tu;Soy el Rey;Te Extraño - Bachata Version;El Amor Que Perdimos;Corazon Sin Cara;Es Tan Difícil;Lindo Yambú;We No Speak Americano;Arranca en Fa;Ya No Queda Nada - Salsa Version;Por un Segundo;Rechazame;Después de Tí;Micaela;Ai Se Eu Te Pego (Nossa Nossa);Lloraras;Mi Ultima Carta;Yo No Sé Mañana (salsa);""Tic;Cali Pachanguero;""Oiga;Rain Over Me;Me Liberé;Destination Calabria;Lindo Yambú;Dynamite;La Comay;E Fogo;Give Me Everything;Escápate;Perdóname;Wiggle Wiggle (Spanglish version);Tu No Eres Para Mi;Na De Na;On the Floor;Las Solteras;We Found Love (Glee Cast Version);Letting Go (Dutty Love) featuring Nicki Minaj;Fire Burning;Baby Boy (feat. Beyonce);Pon de Replay;In the Summertime - feat. Rayvon;Você Não Sabe o Que é Amor;Mister Saxobeat;Confundido;Fanfarrón;""Ni Rosas;Born This Way;Total Eclipse Of The Heart - Dance Mix;""Eu Quero Tchu"
29,721,throwback,"So Sick;Let Me Love You;Miss Independent;Closer;Mad;Hate That I Love You;Sexy Can I feat. Yung Berg;Forever;Right Now (Na Na Na);Knock You Down;Replay;Just A Dream - Main;We Belong Together;Yeah!;Whatcha Say;Replay;""Sorry;Tattoo;Heartless;I Wanna Love You;Do You Remember;In My Head;Break Your Heart;Battlefield;Let Me Love You (Until You Learn To Love Yourself);Gold Digger;Stronger;Kiss Me Thru The Phone;Don't Stop The Music;DJ Got Us Fallin' In Love;Empire State Of Mind;It Wasn't Me;Disturbia;""Too Little;Apologize;In Da Club;Burnin' Up;I Hate This Part;Obsessed;This Is How We Do It"
24,722,running,"The Monster;Studio;Man Of The Year;Ghetto Symphony;Hey Brother;The Man;Radioactive;Back Where You Belong - Edited Version;Can't Stop;1985;Throw It Up;What's My Age Again?;The Hills;All The Small Things;Runaway (U & I);Hall of Fame;Let It Ride;We Didn't Start the Fire;My House;Love Runs Out;Inside Out;Stolen Dance;Shut Up and Dance;Centuries;Renegades;Mr. Brightside;Save Tonight;Running On Empty;How Far We've Come;It's Time;Take Me To Church;It's Not My Time;One Headlight;Afraid;Closer;Moneytalks;""Just Like Fire (From the Original Motion Picture """"Alice Through The Looking Glass"""") - Wideboys Remix"";Starboy;Hey Girl;Daylight;Time For That;""Follow Me;California Dreamin';Maps;Animals;Counting Stars;Paris;Broccoli (feat. Lil Yachty);Love Me Now;Run Run Run;Survivor;Let Nas Down;Electric Feel;""From Louisiana (feat. Info;Million Reasons;Dancing Queen;Red Hot Lights;Pumped Up Kicks;Morocco;Juke Box Hero;Lose Yourself - Soundtrack Version;In The End;Numb;Peanut Butter Jelly;How to Save a Life;Straight Outta Compton;Famous;iSpy (feat. Lil Yachty)"
25,723,Wet Dreamz,Wet Dreamz;Passionfruit;The Heart Part 4;No Favors;Cold (feat. Future);California Love - Original Version;Starboy;Don't Wanna Know (feat. Kendrick Lamar);Bounce Back;Interlude;All Time Low;Power Trip;Trophies;I Feel It Coming;Top Shotter;Tommy's Theme;Second Round K.O.;Stole the Show;DNA.
35,724,roadtrip 🚗,"Before He Cheats;Church Bells;Blown Away;American Kids;We're Young and Beautiful;Sweet Home Alabama;Crushin' It;Wake Me up Before You Go-Go;Dirt On My Boots;It's Five O' Clock Somewhere;Check Yes Or No;Barefoot Blue Jean Night;One Way Ticket;Make You Miss Me;Record Year;Smokin' and Drinkin' - [feat. Little Big Town];I Don't Dance;Wanna Be That Song;Talladega;My Church;""Huntin';Snapback;Move;Take Your Time;Die A Happy Man;House Party;Tennessee Whiskey;Somewhere On A Beach;Bartender;Blue Ain't Your Color;Heartbeat;Song for Another Time;Don't Stop Believin';Faithfully;Separate Ways (Worlds Apart);Any Way You Want It;Open Arms;Body Like A Back Road;Road Less Traveled;Country Girl (Shake It For Me);Count On Me;That's What I Like;When I Was Your Man;Locked Out Of Heaven;Respect;I Want You Back;Ain't No Mountain High Enough;Stand By Me;Brown Eyed Girl;Superstition - Single Version;My Girl;Spirit In The Sky;This Will Be (An Everlasting Love);You Can't Hurry Love - 2016 Remastered;Twist And Shout - Remastered 2009;Don't Stop Believin';Highway to Hell;I'm Yours;Bennie And The Jets - Remastered 2014;Can't Hold Us - feat. Ray Dalton;ABC;""Hey;""CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's """"TROLLS"""")"";Good Good Father;Your Love Never Fails;My Soul Longs For You - Live;O Come to the Altar;No Longer Slaves (Radio Version) [feat. Jonathan David Helser & Melissa Helser];King Of My Heart - Live;Our Father;I Surrender - Live;Just the Way You Are;Marry You;Love Yourself;Fallin';All of Me;Drunk On You;Someone Else Calling You Baby;Cruise;This Is How We Roll;Dirt;Backwoods;Dirt Road Anthem;5-1-5-0;Wagon Wheel;Come Back Song;This;Head Over Boots;Breathe - Remastered;The Way You Love Me;I Got My Baby;What's In It For Me;Breathe - Remastered;Bringing Out The Elvis;If My Heart Had Wings;The A Team;American Kids;All About That Bass;Jealous - Remix;She Will Be Loved - Radio Mix;Set Fire to the Rain;Lips Are Movin;Mirrors;I'm Yours;You Found Me;Take Me To Church"
40,725,Feels,No Me Doy Por Vencido;Aqui Estoy Yo;Me Cambiaste la Vida;La noche;Que Lloro;Vino el Amor;Lo Que Son las Cosas;Para Siempre... Tal Vez;Para Siempre... Tal Vez - Versión Acústica;Amor Real;Que Me Alcance la Vida;Como Mirarte;Como Mirarte (Full Band Version);Ya Me Enteré;Voy a Olvidarte;Creo en Ti;Fui;Fui - (Versión Acústica);Qué Gano Olvidándote;Ciego;Con la Cara en Alto;Sabes;Invierno;Me Duele Amarte;Te Fuiste de Aquí;Inolvidable;Qué Gano Olvidándote - Versión Urbana;Noviembre Sin Ti;Yo Quisiera;Ahora Que Te Vas;Me Vuelvo un Cobarde;Devuélveme El Corazón;Mientes Tan Bien
23,726,dubstep,Spaceman - Carnage Festival Trap Remix;404;Flying Spaghetti Monster;Interstellar;Boss Mode;Lean On (feat. MØ & DJ Snake);GDFR (feat. Sage The Gemini & Lookas);Nuclear (Album Version) - Original Mix;Dechorro;Recess;Clair de Lune;Crave You (feat. Giselle);Like Ya Just Don't Care;Five More Hours - Deorro x Chris Brown;Delirious (Boneless);Blowin up Ya Woofer;Heads Will Roll;Split (Only U);Mercury;Perdoname;Evil Beauty;Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit);Holding Back (My Love) - Pete Herbert & Dicky Trisco Version
1,727,Rock en español ,"De la Noche a la Mañana;El Abandonao - Version Censurada;Afuera;Hotel California - Remastered;Sabor A Chocolate;Mi Historia Entre Tus Dedos;""Tu Carcel - En Vivo Desde Tijuana;Sí;Infinito;Entre dos tierras;Maldito Duende;La Chispa Adecuada (Bendecida 3);Héroe De Leyenda;Oración;Apuesta Por El Rock 'N' Roll;El duelo - con Ely Guerra;Para No Verte Más;Como te extraño mi amor;La Muralla Verde;De Música Ligera;Siguiendo La Luna - Remasterizado 2008;Lobo-Hombre En Paris;Chavo de onda;En Algun Lugar;Vasos Vacíos - Remasterizado 2008;EZLN: Para tod@s todo;La Planta;Lucha De Gigantes;Clavado en un bar;Lamento Boliviano;La Carencia;Kumbala;Héroe De Leyenda;Cruz de Navajas;Hijo de la Luna;Laura no està;Amiga mia;Antes;Eres;Mentira;Triste canción;La Leyenda del Hada y el Mago;Frijolero;Alucinado;Sexo Pudor Y Lágrimas;Fotografía;Dime ven - Live;Monitor;Mentira;Amnesia;Te Quiero;Amargo Adiós;Dormir Soñando;Cuando Nadie Me Ve;El Vals del Obrero;El Son del Dolor"
10,728,summer country,"All My Ex's Live In Texas;Country Girl (Shake It For Me);The Booze Cruise;Country Boy;Hurt;Pontoon;Smoke a Little Smoke;She Thinks My Tractor's Sexy;Red Solo Cup;The Country Boy Song (feat. Earl Dibbles Jr.);Up All Night;Sun Daze;Sunshine & Whiskey;Chillin' It;""Chicks;Homegrown;Little Red Wagon;Drinking class;Day Drinking;Rain Is a Good Thing;Rum;Fish;Save A Horse (Ride A Cowboy);Fake ID (feat. Gretchen Wilson);Drink Drank Drunk (feat. Big & Rich and Big Smo);That's My Kind Of Night;Cruise;Weed With Willie;You Look Good In My Shirt;I Wanna Talk About Me;Drunk On A Plane;She's Country;Bartender;That's My Kind Of Night;Drunk On You;Play It Again;If You Ain't Here To Party;Drink In My Hand;Beer For My Horses;Tornado;All About Tonight;Your Man;Young;Hey Girl;Tequila Makes Her Clothes Fall Off;Drunk On You;Hell Of A Night;Where It's At"
35,729,Pop,"Let's Get It Started - Spike Mix;Someone Like You;Carry On;I Gotta Feeling;Scream & Shout;Some Nights;Where Is The Love?;It's A Beautiful Day;Boom Boom Pow;Counting Stars;Don't;Just Can’t Get Enough;Fireball;A Sky Full of Stars;The Days;Geronimo;Trumpets;Steal My Girl;CASTLE OF GLASS;Fireflies;Superheroes;Cinderella;I Won't Back Down;Hall of Fame;Paradise;The Fighter - feat. Ryan Tedder;Warriors;Stereo Hearts (feat. Adam Levine) - feat. Adam Levine;On Top Of The World;Little Lion Man;Arrows (feat. Macklemore & Ryan Lewis);Secrets;Best Day Of My Life;Rather Be (feat. Jess Glynne);Am I Wrong;Sleeping With A Friend;Underdog;Uptown Funk;I Bet My Life;I Like It Like That;Stolen Dance;Break The Rules;""Honey;I'm Yours;Glad You Came;Back Home;Home;Don't Say Goodnight;Fine By Me;My Lighthouse;I See Fire;Ho Hey;Dangerous (feat. Sam Martin);The Show Goes On;Where No One Goes;All I Do Is Win;We Own The Night;Rhythm Of Love;Chasing The Sun;""1;Shut Up and Dance;La Da Dee;Listen To Your Heart;(You) Got What I Need;Sweet Dreams (Are Made of This) - Remastered;Build Your Kingdom Here;Down in New Orleans;The Call;Live Like That;Survivor (feat. Honey Larochelle);Fly Like An Eagle;Bulletproof;Tin Man;""Blaze Of Glory - From """"Young Guns II"""" Soundtrack"";Tuesday (feat. Drake);Take Me Home;Chocolate;Davy Jones - Score;Live Forever;Don't Let Me Fall - Explicit Album Version;What I Like About You - Studio Mix;Dark Horses;Wavin' Flag - Coca-Cola® Celebration Mix;Time of Our Lives;Prayer in C - Robin Schulz Radio Edit;Sugar;Cheerleader - Felix Jaehn Remix Radio Edit;FourFiveSeconds;Budapest;""Save Me;""Hey;Nothing Without Love;Drive By;50 Ways to Say Goodbye;Angel in Blue Jeans;Bills;All The Small Things;""Boulevard Of Broken Dreams - feat. John Gallagher Jr.;21 Guns;Good Riddance (Time of Your Life);AhHa;Chains;Worth It;Snow (Hey Oh) - Hey Oh Album Version"
27,730,lit,"Mercy;You & Me;You Found Me;This Town;Just Hold On;How Would You Feel (Paean);Thief;""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)"""""";Shape of You;Dancing On My Own - Tiësto Remix;Paris;Bad Things (with Camila Cabello);Ignition - Remix;Can't Get Enough;Electric Love;Home Alone;I Don't Even Know Your Name;ABC;""Take Me Home;Strong;Something Just Like This;Cold (feat. Future);It Ain't Me (with Selena Gomez);History;Stay (with Alessia Cara);Chained To The Rhythm;Magic;Perfect;The Ocean;Galway Girl;Issues;Pleaser;September Song;Lights On;Symphony (feat. Zara Larsson);Why Can't We All Just Get Along;Muse;Only You;Good News;Times Like These;21 Days;Ohio;Just You and I;Tunnel Lights;Just Hold On (Acoustic);Pretty Girl - Cheat Codes X CADE Remix;I'm the One;Slow Hands;Despacito - Remix;Sign of the Times;Year 3000;Malibu;Cold Water (feat. Justin Bieber & MØ);2U (feat. Justin Bieber);Words;Say Anything;You're Not There;I Was Made For Loving You;11 Blocks;Never Be Alone;No Promises (feat. Demi Lovato);Made For You;Obsession (feat. Jon Bellion);Strong;There's Nothing Holdin' Me Back;Compass;Let's Be Birds;Truthfully;Body Like A Back Road;How to Save a Life;Ex;One Chance;Sad Song (feat. Olivia Holt) - RJ Remix;Sweet Creature;Two Ghosts;Attention;Mr. Blue Sky;Lake Shore Drive;The Chain - Remastered;Brandy (You're A Fine Girl);Hooked on a Feeling;Fooled Around And Fell In Love;Trashin' The Camp;I'm Not In Love;I Want You Back;O-o-h Child - Remastered;Ain't No Mountain High Enough;Ain't No Sunshine;Love Train;Come and Get Your Love;Lean on Me;After Me;Friends (with BloodPop®);Back to You (feat. Bebe Rexha & Digital Farm Animals);Havana;Silence;Lonely Together (feat. Rita Ora);Glorious (feat. Skylar Grey);What About Us;Praying;Sorry Not Sorry;Without You (feat. Sandro Cavazza);New Rules;Young Dumb & Broke;Rich Love (with Seeb);Heartache On The Dance Floor;Bibia Be Ye Ye;Life Changes;Unforgettable;Marry Me;Craving You;Sweetheart;Too Much To Ask;Drink A Little Beer;Smooth Like The Summer;When You Look Like That;Leave Right Now;Help Me Out (with Julia Michaels);Good Old Days (feat. Kesha);Stargazing;""Let Me Go (with Alesso;Dusk Till Dawn - Radio Edit;What Lovers Do (feat. SZA);A Different Way (with Lauv);Dixieland Delight;Seeing Blind;Meant to Be (feat. Florida Georgia Line);Feels Great (feat. Fetty Wap & CVBZ);Feel It Still;On The Loose;Paper Houses;Flicker;Mirrors"
